"timestamp","vmhost","pnic","speed","macaddress","peerdeviceid","peeripaddress","peerportid","observed","vlan","datacenter"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic11","10000","10:60:4b:a9:f8:e5",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic12",,"10:60:4b:a9:f8:e2",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic13",,"10:60:4b:a9:f8:e6",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic14",,"10:60:4b:a9:f8:e3",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic15",,"10:60:4b:a9:f8:e7",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic2","10000","6c:3b:e5:bc:b2:c1",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic3","10000","6c:3b:e5:bc:b2:c5",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic4",,"6c:3b:e5:bc:b2:c2",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic5",,"6c:3b:e5:bc:b2:c6",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic6",,"6c:3b:e5:bc:b2:c3",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic7",,"6c:3b:e5:bc:b2:c7",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic8","10000","10:60:4b:a9:f8:e0","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet2/7","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.159.254-10.113.159.254 10.113.60.128-10.113.60.191 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.163.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.119.6.1-10.119.6.31 10.113.12.1-10.113.12.254 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.128.106.1-10.128.106.63 10.113.192.128-10.113.192.135 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3471 3427 3875 3412 3878 3461 3423 3428 3480 3876 3413 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-03.vmware.com","vmnic9","5000","10:60:4b:a9:f8:e4","rce02-prod-eat1(TBM16084399)","10.113.47.250","Ethernet3/27","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.159.254-10.113.159.254 10.113.60.128-10.113.60.191 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.161.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.119.6.1-10.119.6.31 10.113.12.1-10.113.12.254 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.128.106.1-10.128.106.63 10.113.192.128-10.113.192.135 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3471 3427 3875 3412 3878 3461 3423 3428 3480 3876 3413 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic0","10000","6c:3b:e5:bb:ed:20","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet2/7","10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.128.216.1-10.128.217.254 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.191 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.163.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3212 3889 3887 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3875 3412 3423 3428 3413 3461 3480 3472 3888 3876 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic1","10000","6c:3b:e5:bb:ed:24","rce02-prod-eat1(TBM16084399)","10.113.47.250","Ethernet2/7","10.128.216.1-10.128.217.254 10.128.242.1-10.128.242.127 10.128.212.1-10.128.215.254 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.191 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.163.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3889 3212 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3875 3412 3423 3428 3413 3461 3480 3472 3888 3876 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic10","10000","10:60:4b:aa:9a:89",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic11","10000","10:60:4b:aa:9a:8d",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic12",,"10:60:4b:aa:9a:8a",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic13",,"10:60:4b:aa:9a:8e",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic14",,"10:60:4b:aa:9a:8b",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic15",,"10:60:4b:aa:9a:8f",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic2","10000","6c:3b:e5:bb:ed:21",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic3","10000","6c:3b:e5:bb:ed:25",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic4",,"6c:3b:e5:bb:ed:22",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic5",,"6c:3b:e5:bb:ed:26",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic6",,"6c:3b:e5:bb:ed:23",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic7",,"6c:3b:e5:bb:ed:27",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic8","5000","10:60:4b:aa:9a:88","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet3/27","10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.128.216.1-10.128.217.254 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.159 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.163.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3212 3889 3887 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3875 3412 3423 3428 3413 3461 3480 3472 3888 3876 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-04.vmware.com","vmnic9","5000","10:60:4b:aa:9a:8c","rce02-prod-eat1(TBM16084399)","10.113.47.250","Ethernet4/27","10.128.216.1-10.128.217.254 10.128.242.1-10.128.242.127 10.128.212.1-10.128.215.254 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.159 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.163.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.16.40.216-10.16.40.216 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3889 3212 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3875 3412 3423 3428 3413 3461 3480 3472 3888 3876 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic0","10000","6c:3b:e5:bb:bf:58","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet1/7","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.143 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.161.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.16.40.216-10.16.40.216 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3412 3423 3875 3428 3413 3461 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic1","10000","6c:3b:e5:bb:bf:5c","rce02-prod-eat1(TBM16084399)","10.113.47.250","Ethernet1/7","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.128.1-10.113.159.254 10.113.60.128-10.113.60.143 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.161.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.16.40.216-10.16.40.216 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3412 3423 3875 3428 3413 3461 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic10","10000","10:60:4b:a9:bf:41",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic11","10000","10:60:4b:a9:bf:45",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic12",,"10:60:4b:a9:bf:42",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic13",,"10:60:4b:a9:bf:46",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic14",,"10:60:4b:a9:bf:43",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic15",,"10:60:4b:a9:bf:47",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic2","10000","6c:3b:e5:bb:bf:59",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic3","10000","6c:3b:e5:bb:bf:5d",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic4",,"6c:3b:e5:bb:bf:5a",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic5",,"6c:3b:e5:bb:bf:5e",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic6",,"6c:3b:e5:bb:bf:5b",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic7",,"6c:3b:e5:bb:bf:5f",,,," ",,"North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic8","10000","10:60:4b:a9:bf:40","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet2/7","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.128.1-10.113.159.254 10.113.60.143-10.113.60.143 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.160.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.16.40.216-10.16.40.216 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3412 3423 3875 3428 3413 3461 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-05.vmware.com","vmnic9","5000","10:60:4b:a9:bf:44","rce02-prod-eat1(TBM16084399)","10.113.47.250","Ethernet3/27","10.128.216.1-10.128.217.254 10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.113.128.1-10.113.159.254 10.113.60.143-10.113.60.143 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.119.41.1-10.119.41.127 10.113.160.1-10.113.160.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.11 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.128.106.1-10.128.106.63 10.113.68.1-10.113.68.254 10.113.74.78-10.113.74.78 10.16.40.216-10.16.40.216 10.113.14.1-10.113.14.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3887 3212 3889 3459 3437 3473 3433 3036 3475 3460 3419 3476 3474 3422 3427 3471 3878 3412 3423 3875 3428 3413 3461 3896 ","North America Remote Sites"
"2013-07-24 06:50:05","wdc-lt-rac-06.vmware.com","vmnic0","10000","6c:3b:e5:bc:45:e8","rce01-prod-eat1(TBM16084261)","10.113.47.249","Ethernet2/7","10.128.212.1-10.128.215.254 10.128.242.1-10.128.242.127 10.128.216.1-10.128.217.254 10.113.159.254-10.113.159.254 10.113.60.143-10.113.60.143 10.119.17.1-10.119.17.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.254 10.113.160.1-10.113.161.254 10.113.36.1-10.113.36.63 10.119.49.1-10.119.49.63 10.119.33.8-10.119.33.15 10.113.76.1-10.113.76.254 10.113.12.1-10.113.12.254 10.119.6.1-10.119.6.31 10.119.41.1-10.119.41.127 10.113.192.128-10.113.192.135 10.16.40.216-10.16.40.216 10.113.74.78-10.113.74.78 10.113.14.1-10.113.14.254 10.128.106.1-10.128.106.63 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3212 3889 3887 3459 3437 3473 3433 3036 3460 3419 3476 3474 3422 3427 3471 3475 3461 3875 3423 3428 3878 3412 3413 3480 3888 3876 3896 ","North America Remote Sites"
