name,ip,port,f5_cname,pool_name,lb_method
/onecloud/lrp-test13-vip,10.148.233.52,80,ltm-onecloud-1,/onecloud/lrp-test13-vip-pool,ROUND,ROBIN
/onecloud/lrp-test13-vip-ssl,10.148.233.52,443,ltm-onecloud-1,/onecloud/lrp-test13-vip-pool,ROUND,ROBIN
/onecloud/lrp-test14-vip,10.148.233.118,80,ltm-onecloud-1,/onecloud/lrp-test14-vip-pool,ROUND,ROBIN
/onecloud/lrp-test14-vip-ssl,10.148.233.118,443,ltm-onecloud-1,/onecloud/lrp-test14-vip-pool,ROUND,ROBIN
/onecloud/lrp-test15-vip,10.148.233.61,80,ltm-onecloud-1,/onecloud/lrp-test15-vip-pool,ROUND,ROBIN
/onecloud/lrp-test15-vip-ssl,10.148.233.61,443,ltm-onecloud-1,/onecloud/lrp-test15-vip-pool,ROUND,ROBIN
/onecloud/lrp-test31-vip,10.148.232.248,80,ltm-onecloud-1,/onecloud/lrp-test31-vip-pool,ROUND,ROBIN
/onecloud/lrp-test31-vip-ssl,10.148.232.248,443,ltm-onecloud-1,/onecloud/lrp-test31-vip-pool,ROUND,ROBIN
/onecloud/poc1osb-vip,10.148.232.114,8011,ltm-onecloud-1,/onecloud/poc1osb-vip-pool,ROUND,ROBIN
/onecloud/poc1soa-vip,10.148.232.102,7777,ltm-onecloud-1,/onecloud/poc1soa-vip-pool,ROUND,ROBIN
/onecloud/poc2osb-vip,10.148.232.201,8011,ltm-onecloud-1,/onecloud/poc2osb-vip-pool,ROUND,ROBIN
/onecloud/poc2soa-vip,10.148.232.199,7777,ltm-onecloud-1,/onecloud/poc2soa-vip-pool,ROUND,ROBIN
/onecloud/portal-dev11-flexlm-vip,10.148.232.111,80,ltm-onecloud-1,/onecloud/portal-dev11-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-dev12-flexlm-vip,10.148.232.115,80,ltm-onecloud-1,/onecloud/portal-dev12-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-dev13-flexlm-vip,10.148.233.15,80,ltm-onecloud-1,/onecloud/portal-dev13-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-dev14-flexlm-vip,10.148.233.73,80,ltm-onecloud-1,/onecloud/portal-dev14-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-dev15-flexlm-vip,10.148.232.142,80,ltm-onecloud-1,/onecloud/portal-dev15-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test11-flexlm-vip,10.148.232.126,80,ltm-onecloud-1,/onecloud/portal-test11-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test12-flexlm-vip,10.148.232.190,80,ltm-onecloud-1,/onecloud/portal-test12-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test13-flexlm-vip,10.148.232.166,80,ltm-onecloud-1,/onecloud/portal-test13-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test13-webgate-vip,10.148.233.29,80,ltm-onecloud-1,/onecloud/portal-test13-webgate-vip-pool,ROUND,ROBIN
/onecloud/portal-test14-flexlm-vip,10.148.233.86,80,ltm-onecloud-1,/onecloud/portal-test14-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test14-webgate-vip,10.148.233.93,80,ltm-onecloud-1,/onecloud/portal-test14-webgate-vip-pool,ROUND,ROBIN
/onecloud/portal-test15-flexlm-vip,10.148.233.10,80,ltm-onecloud-1,/onecloud/portal-test15-flexlm-vip-pool,ROUND,ROBIN
/onecloud/portal-test15-webgate-vip,10.148.233.13,80,ltm-onecloud-1,/onecloud/portal-test15-webgate-vip-pool,ROUND,ROBIN
/onecloud/portal-test31-flexlm-vip,10.148.232.185,80,ltm-onecloud-1,/onecloud/portal-test31-flexlm-vip-pool,ROUND,ROBIN
/onecloud/psb-dev11-ml-vip,10.148.232.189,8011,ltm-onecloud-1,/onecloud/psb-dev11-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-dev14-ml-vip,10.148.233.8,8011,ltm-onecloud-1,/onecloud/psb-dev14-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-dev61-ml-vip,10.148.232.183,8011,ltm-onecloud-1,/onecloud/psb-dev61-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-dev62-ml-vip,10.148.232.187,8011,ltm-onecloud-1,/onecloud/psb-dev62-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-lt-ml-vip,10.148.233.7,8011,ltm-onecloud-1,/onecloud/psb-lt-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-test11-ml-vip,10.148.232.229,8011,ltm-onecloud-1,/onecloud/psb-test11-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-test14-ml-vip,10.148.232.140,8001,ltm-onecloud-1,/onecloud/psb-test14-ml-vip-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr1-vip,10.148.232.108,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr2-vip,10.148.232.109,8011,ltm-onecloud-1,/onecloud/s2-dev11-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr3-vip,10.148.232.112,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr4-vip,10.148.232.124,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr5-vip,10.148.232.125,8011,ltm-onecloud-1,/onecloud/s2-dev11-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev12-lr1-vip,10.148.232.117,8001,ltm-onecloud-1,/onecloud/s2-dev12-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev12-lr2-vip,10.148.232.118,8011,ltm-onecloud-1,/onecloud/s2-dev12-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev12-lr3-vip,10.148.232.119,8001,ltm-onecloud-1,/onecloud/s2-dev12-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev12-lr4-vip,10.148.232.121,8001,ltm-onecloud-1,/onecloud/s2-dev12-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev12-lr5-vip,10.148.232.123,8011,ltm-onecloud-1,/onecloud/s2-dev12-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev13-lr1-vip,10.148.233.18,8001,ltm-onecloud-1,/onecloud/s2-dev13-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev13-lr2-vip,10.148.233.19,8011,ltm-onecloud-1,/onecloud/s2-dev13-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev13-lr3-vip,10.148.233.20,8001,ltm-onecloud-1,/onecloud/s2-dev13-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev13-lr4-vip,10.148.232.101,8001,ltm-onecloud-1,/onecloud/s2-dev13-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev13-lr5-vip,10.148.232.122,8011,ltm-onecloud-1,/onecloud/s2-dev13-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-lr1-vip,10.148.233.78,8001,ltm-onecloud-1,/onecloud/s2-dev14-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-lr2-vip,10.148.233.79,8011,ltm-onecloud-1,/onecloud/s2-dev14-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-lr3-vip,10.148.233.80,8001,ltm-onecloud-1,/onecloud/s2-dev14-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-lr4-vip,10.148.233.81,8001,ltm-onecloud-1,/onecloud/s2-dev14-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-lr5-vip,10.148.233.82,8011,ltm-onecloud-1,/onecloud/s2-dev14-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-lr1-vip,10.148.232.176,8001,ltm-onecloud-1,/onecloud/s2-dev15-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-lr2-vip,10.148.232.177,8011,ltm-onecloud-1,/onecloud/s2-dev15-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-lr3-vip,10.148.232.178,8001,ltm-onecloud-1,/onecloud/s2-dev15-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-lr4-vip,10.148.232.180,8001,ltm-onecloud-1,/onecloud/s2-dev15-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-lr5-vip,10.148.232.181,8011,ltm-onecloud-1,/onecloud/s2-dev15-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev15-solrs-vip,10.148.232.127,80,ltm-onecloud-1,/onecloud/s2-dev15-solrs-pool,ROUND,ROBIN
/onecloud/s2-dev51-lr1-vip,10.148.232.255,8001,ltm-onecloud-1,/onecloud/s2-dev51-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev51-lr2-vip,10.148.233.0,8011,ltm-onecloud-1,/onecloud/s2-dev51-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev51-lr3-vip,10.148.233.1,8001,ltm-onecloud-1,/onecloud/s2-dev51-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev52-lr1-vip,10.148.233.2,8001,ltm-onecloud-1,/onecloud/s2-dev52-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev52-lr2-vip,10.148.233.3,8011,ltm-onecloud-1,/onecloud/s2-dev52-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev52-lr3-vip,10.148.233.4,8001,ltm-onecloud-1,/onecloud/s2-dev52-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev71-solrs-vip,10.148.233.165,80,ltm-onecloud-1,/onecloud/s2-dev71-solrs-vip-pool,ROUND,ROBIN
/onecloud/s2-dev98-lr1-vip,10.148.233.184,8001,ltm-onecloud-1,/onecloud/s2-dev98-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev98-lr2-vip,10.148.233.187,8011,ltm-onecloud-1,/onecloud/s2-dev98-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev98-lr3-vip,10.148.233.186,8001,ltm-onecloud-1,/onecloud/s2-dev98-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-ebssso-ag-vip,10.148.80.237,80,ltm-onecloud-1,/onecloud/s2-test11-ebssso-ag-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-ebssso-ag-vip,10.148.80.237,80,ltm-onecloud-1,/onecloud/s2-test12-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test11-ebssso-ag-vip,10.148.80.237,80,ltm-onecloud-1,/onecloud/s2-test11-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test11-ebssso-vip,10.148.80.236,443,ltm-onecloud-1,/onecloud/s2-test11-ebssso-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-ebssso-vip,10.148.80.236,443,ltm-onecloud-1,/onecloud/s2-test12-ebssso-vip,ROUND,ROBIN
/onecloud/s2-test11-ebssso-vip,10.148.80.236,443,ltm-onecloud-1,/onecloud/s2-test11-ebssso-pool,ROUND,ROBIN
/onecloud/s2-test11-lr1-vip,10.148.232.148,8001,ltm-onecloud-1,/onecloud/s2-test11-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-lr2-vip,10.148.232.149,8011,ltm-onecloud-1,/onecloud/s2-test11-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-lr3-vip,10.148.232.160,8001,ltm-onecloud-1,/onecloud/s2-test11-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-lr4-vip,10.148.233.84,8001,ltm-onecloud-1,/onecloud/s2-test11-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-lr5-vip,10.148.233.85,8011,ltm-onecloud-1,/onecloud/s2-test11-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs1-vip,10.148.80.238,8111,ltm-onecloud-1,/onecloud/s2-test11-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs2-vip,10.148.80.239,8211,ltm-onecloud-1,/onecloud/s2-test11-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs3-vip,10.148.80.240,8311,ltm-onecloud-1,/onecloud/s2-test11-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs4-vip,10.148.80.241,8411,ltm-onecloud-1,/onecloud/s2-test11-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs5-vip,10.148.80.228,8511,ltm-onecloud-1,/onecloud/s2-test11-tcs5-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs6-vip,10.148.80.233,8611,ltm-onecloud-1,/onecloud/s2-test11-tcs6-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs7-vip,10.148.80.234,8711,ltm-onecloud-1,/onecloud/s2-test11-tcs7-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-tcs8-vip,10.148.80.219,8811,ltm-onecloud-1,/onecloud/s2-test11-tcs8-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-wcm-static-vip,10.148.232.159,8251,ltm-onecloud-1,/onecloud/s2-test11-wcm-static-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-wcm-vip,10.148.80.243,8251,ltm-onecloud-1,/onecloud/s2-test11-wcm-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc1-vip,10.148.83.38,8181,ltm-onecloud-1,/onecloud/s2-test11-websvc1-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc2-vip,10.148.83.39,8281,ltm-onecloud-1,/onecloud/s2-test11-websvc2-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc3-vip,10.148.83.40,8381,ltm-onecloud-1,/onecloud/s2-test11-websvc3-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc4-vip,10.148.83.41,8481,ltm-onecloud-1,/onecloud/s2-test11-websvc4-vip-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc5-vip,10.148.83.42,8581,ltm-onecloud-1,/onecloud/s2-test11-websvc5-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-ebssso-ag-vip,10.148.81.89,80,ltm-onecloud-1,/onecloud/s2-test12-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test12-ebssso-vip,10.148.81.90,443,ltm-onecloud-1,/onecloud/s2-test12-ebssso-vip,ROUND,ROBIN
/onecloud/s2-test12-ebssso-vip,10.148.81.90,443,ltm-onecloud-1,/onecloud/s2-test12-ebssso-pool,ROUND,ROBIN
/onecloud/s2-test12-lr1-vip,10.148.232.230,8001,ltm-onecloud-1,/onecloud/s2-test12-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-lr2-vip,10.148.232.231,8011,ltm-onecloud-1,/onecloud/s2-test12-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-lr3-vip,10.148.81.88,8001,ltm-onecloud-1,/onecloud/s2-test12-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-lr3-vip,10.148.81.88,8001,ltm-onecloud-1,/onecloud/s2-test12-lr3-pool,ROUND,ROBIN
/onecloud/s2-test12-lr4-vip,10.148.233.87,8001,ltm-onecloud-1,/onecloud/s2-test12-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-lr5-vip,10.148.233.88,8011,ltm-onecloud-1,/onecloud/s2-test12-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs1-vip,10.148.232.204,8111,ltm-onecloud-1,/onecloud/s2-test12-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs2-vip,10.148.232.205,8211,ltm-onecloud-1,/onecloud/s2-test12-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs3-vip,10.148.232.206,8311,ltm-onecloud-1,/onecloud/s2-test12-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs4-vip,10.148.232.207,8411,ltm-onecloud-1,/onecloud/s2-test12-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs5-vip,10.148.232.208,8511,ltm-onecloud-1,/onecloud/s2-test12-tcs5-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs6-vip,10.148.232.209,8611,ltm-onecloud-1,/onecloud/s2-test12-tcs6-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs7-vip,10.148.232.210,8711,ltm-onecloud-1,/onecloud/s2-test12-tcs7-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-tcs8-vip,10.148.232.211,8811,ltm-onecloud-1,/onecloud/s2-test12-tcs8-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-wcm-static-vip,10.148.232.213,8251,ltm-onecloud-1,/onecloud/s2-test12-wcm-static-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-wcm-vip,10.148.232.212,8251,ltm-onecloud-1,/onecloud/s2-test12-wcm-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-websvc1-vip,10.148.232.196,8181,ltm-onecloud-1,/onecloud/s2-test12-websvc1-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-websvc2-vip,10.148.232.197,8281,ltm-onecloud-1,/onecloud/s2-test12-websvc2-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-websvc3-vip,10.148.232.195,8381,ltm-onecloud-1,/onecloud/s2-test12-websvc3-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-ebssso-ag-vip,10.148.233.57,80,ltm-onecloud-1,/onecloud/s2-test13-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test13-ebssso-vip,10.148.233.58,443,ltm-onecloud-1,/onecloud/s2-test13-ebssso-pool,ROUND,ROBIN
/onecloud/s2-test13-lr1-vip,10.148.80.192,8001,ltm-onecloud-1,/onecloud/s2-test13-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-lr1-vip,10.148.80.192,8001,ltm-onecloud-1,/onecloud/s2-test13-lr1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-lr2-vip,10.148.80.193,8011,ltm-onecloud-1,/onecloud/s2-test13-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-lr2-vip,10.148.80.193,8011,ltm-onecloud-1,/onecloud/s2-test13-lr2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-lr3-vip,10.148.81.227,8001,ltm-onecloud-1,/onecloud/s2-test13-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-lr3-vip,10.148.81.227,8001,ltm-onecloud-1,/onecloud/s2-test13-lr3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-lr4-vip,10.148.233.50,8001,ltm-onecloud-1,/onecloud/s2-test13-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-lr5-vip,10.148.233.51,8011,ltm-onecloud-1,/onecloud/s2-test13-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs1-vip,10.148.81.231,8111,ltm-onecloud-1,/onecloud/s2-test13-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs1-vip,10.148.81.231,8111,ltm-onecloud-1,/onecloud/s2-test13-tcs1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs2-vip,10.148.81.239,8211,ltm-onecloud-1,/onecloud/s2-test13-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs2-vip,10.148.81.239,8211,ltm-onecloud-1,/onecloud/s2-test13-tcs2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs3-vip,10.148.81.242,8311,ltm-onecloud-1,/onecloud/s2-test13-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs3-vip,10.148.81.242,8311,ltm-onecloud-1,/onecloud/s2-test13-tcs3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs4-vip,10.148.81.245,8411,ltm-onecloud-1,/onecloud/s2-test13-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs4-vip,10.148.81.245,8411,ltm-onecloud-1,/onecloud/s2-test13-tcs4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs5-vip,10.148.81.232,8511,ltm-onecloud-1,/onecloud/s2-test13-tcs5-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs5-vip,10.148.81.232,8511,ltm-onecloud-1,/onecloud/s2-test13-tcs5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs6-vip,10.148.233.42,8611,ltm-onecloud-1,/onecloud/s2-test13-tcs6-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs7-vip,10.148.81.241,8711,ltm-onecloud-1,/onecloud/s2-test13-tcs7-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs7-vip,10.148.81.241,8711,ltm-onecloud-1,/onecloud/s2-test13-tcs7-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs8-vip,10.148.81.244,8811,ltm-onecloud-1,/onecloud/s2-test13-tcs8-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-tcs8-vip,10.148.81.244,8811,ltm-onecloud-1,/onecloud/s2-test13-tcs8-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-wcm-static-vip,10.148.233.46,8251,ltm-onecloud-1,/onecloud/s2-test13-wcm-static-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-wcm-vip,10.148.233.45,8251,ltm-onecloud-1,/onecloud/s2-test13-wcm-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc1-vip,10.148.81.229,8181,ltm-onecloud-1,/onecloud/s2-test13-websvc1-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc1-vip,10.148.81.229,8181,ltm-onecloud-1,/onecloud/s2-test13-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc2-vip,10.148.81.235,8281,ltm-onecloud-1,/onecloud/s2-test13-websvc2-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc2-vip,10.148.81.235,8281,ltm-onecloud-1,/onecloud/s2-test13-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc2-vip,10.148.81.235,8281,ltm-onecloud-1,/onecloud/s2-test13-websvc2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc3-vip,10.148.81.233,8381,ltm-onecloud-1,/onecloud/s2-test13-websvc3-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc3-vip,10.148.81.233,8381,ltm-onecloud-1,/onecloud/s2-test13-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc3-vip,10.148.81.233,8381,ltm-onecloud-1,/onecloud/s2-test13-websvc3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test14-ebssso-ag-vip,10.148.233.120,80,ltm-onecloud-1,/onecloud/s2-test14-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test14-ebssso-vip,10.148.233.121,443,ltm-onecloud-1,/onecloud/s2-test14-ebssso-pool,ROUND,ROBIN
/onecloud/s2-test14-lr1-vip,10.148.233.113,8001,ltm-onecloud-1,/onecloud/s2-test14-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-lr2-vip,10.148.233.114,8011,ltm-onecloud-1,/onecloud/s2-test14-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-lr3-vip,10.148.233.115,8001,ltm-onecloud-1,/onecloud/s2-test14-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-lr4-vip,10.148.233.116,8001,ltm-onecloud-1,/onecloud/s2-test14-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-lr5-vip,10.148.233.117,8011,ltm-onecloud-1,/onecloud/s2-test14-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-tcs1-vip,10.148.233.99,8111,ltm-onecloud-1,/onecloud/s2-test14-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-tcs2-vip,10.148.233.103,8211,ltm-onecloud-1,/onecloud/s2-test14-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-tcs3-vip,10.148.233.104,8311,ltm-onecloud-1,/onecloud/s2-test14-tcs3-vip-pool,ROUND,ROBIN
