"timestamp","vmhost","pnic","speed","macaddress","peerdeviceid","peeripaddress","peerportid","observed","vlan","datacenter"
"2015-03-29 00:45:38","wdc-dev-greenplum1-02.vmware.com","vmnic3",,"d8:9d:67:2c:24:c3",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-02.vmware.com","vmnic4","10000","a0:48:1c:75:57:20","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/2","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-02.vmware.com","vmnic5","10000","a0:48:1c:75:57:24","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/2","0.0.0.1-255.255.255.254 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic0","1000","2c:44:fd:7b:17:94","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/3","10.128.188.1-10.128.188.63 10.128.11.128-10.128.11.254 0.0.0.1-255.255.255.254 10.128.212.1-10.128.215.254 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.191.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.131.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.1-10.113.12.254 10.113.36.16-10.113.36.31 10.113.14.1-10.113.15.254 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3156 3896 3889 3212 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3427 3419 3428 3471 2900 3875 3103 3165 3476 3422 3887 3472 3412 3461 3101 3470 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic1","1000","2c:44:fd:7b:17:95","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/3","0.0.0.1-255.255.255.254 10.128.11.128-10.128.11.254 10.128.188.1-10.128.188.63 10.128.212.1-10.128.215.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.167.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.1-10.113.12.254 10.113.36.16-10.113.36.31 10.113.14.1-10.113.15.254 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3889 3896 3156 3212 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3427 3419 3428 3471 2900 3875 3103 3165 3476 3422 3887 3472 3412 3461 3101 3470 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic2",,"2c:44:fd:7b:17:96",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic3",,"2c:44:fd:7b:17:97",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic4","10000","a0:48:1c:75:57:18","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/3","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-03.vmware.com","vmnic5","10000","a0:48:1c:75:57:1c","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/3"," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic0","1000","d8:9d:67:2c:24:74","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/4","10.128.188.1-10.128.188.63 10.128.11.128-10.128.11.254 10.128.242.128-10.128.242.159 10.128.212.1-10.128.215.254 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.167.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.14.1-10.113.15.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.113.12.132-10.113.12.133 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.49.42-10.119.49.42 10.113.68.104-10.113.68.107 10.119.8.21-10.119.8.21 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3156 3896 3889 3212 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3428 3419 3471 2900 3427 3875 3103 3165 3422 3887 3476 3412 3472 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic1","1000","d8:9d:67:2c:24:75","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/4","10.128.242.128-10.128.242.159 10.128.11.128-10.128.11.254 10.128.188.1-10.128.188.63 10.128.212.1-10.128.215.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.167.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.159.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.14.1-10.113.15.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.113.12.132-10.113.12.133 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.49.42-10.119.49.42 10.113.68.104-10.113.68.107 10.119.8.21-10.119.8.21 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3889 3896 3156 3212 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3428 3419 3471 2900 3427 3875 3103 3165 3422 3887 3476 3412 3472 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic2",,"d8:9d:67:2c:24:76",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic3",,"d8:9d:67:2c:24:77",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic4","10000","a0:48:1c:75:57:40","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/4","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-04.vmware.com","vmnic5","10000","a0:48:1c:75:57:44","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/4"," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic0","1000","d8:9d:67:2c:7f:50","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/5","10.128.188.1-10.128.188.63 10.128.11.128-10.128.11.254 10.128.242.128-10.128.242.159 10.128.212.1-10.128.215.254 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.254 10.113.160.1-10.113.167.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.159.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.14.1-10.113.15.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.113.12.132-10.113.12.133 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.49.42-10.119.49.42 10.113.68.104-10.113.68.107 10.119.8.21-10.119.8.21 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3156 3896 3889 3212 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3428 3419 3471 2900 3427 3875 3103 3165 3422 3887 3476 3412 3472 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic1","1000","d8:9d:67:2c:7f:51","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/5","10.128.242.128-10.128.242.159 10.128.11.128-10.128.11.254 10.128.188.1-10.128.188.63 10.128.212.1-10.128.215.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.254 10.113.160.1-10.113.167.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.159.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.14.1-10.113.15.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.113.12.132-10.113.12.133 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.113.76.128-10.113.76.159 0.0.0.1-255.255.255.254 10.119.49.42-10.119.49.42 10.113.68.104-10.113.68.107 10.119.8.21-10.119.8.21 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3889 3896 3156 3212 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3428 3419 3471 2900 3427 3875 3103 3165 3422 3887 3476 3412 3472 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic2",,"d8:9d:67:2c:7f:52",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic3",,"d8:9d:67:2c:7f:53",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic4","10000","a0:48:1c:75:4d:60","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/5","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-05.vmware.com","vmnic5","10000","a0:48:1c:75:4d:64","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/7"," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic0","1000","d8:9d:67:2c:81:30","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/6","10.128.188.1-10.128.188.63 10.128.11.128-10.128.11.254 10.128.242.128-10.128.242.159 10.128.212.1-10.128.215.254 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.132-10.113.12.133 10.113.14.1-10.113.15.254 0.0.0.1-255.255.255.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 10.113.76.128-10.113.76.159 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3156 3896 3889 3212 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3427 3428 3887 3419 3471 2900 3875 3103 3422 3165 3476 3472 3412 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic1","1000","d8:9d:67:2c:81:31","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/6","10.128.242.128-10.128.242.159 10.128.11.128-10.128.11.254 10.128.188.1-10.128.188.63 10.128.212.1-10.128.215.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.60.127 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.132-10.113.12.133 10.113.14.1-10.113.15.254 0.0.0.1-255.255.255.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.112.1-10.113.112.31 10.113.76.128-10.113.76.159 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 10.113.193.24-10.113.193.24 0.0.0.1-255.255.255.254 ","3889 3896 3156 3212 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3427 3428 3887 3419 3471 2900 3875 3103 3422 3165 3476 3472 3412 3461 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic2",,"d8:9d:67:2c:81:32",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic3",,"d8:9d:67:2c:81:33",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic4","10000","a0:48:1c:75:55:48","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/6","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-06.vmware.com","vmnic5","10000","a0:48:1c:75:55:4c","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/6"," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic0","1000","2c:44:fd:7b:13:90","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/7","10.128.11.128-10.128.11.254 10.128.242.128-10.128.242.159 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.61.254 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.36.16-10.113.36.31 10.113.14.1-10.113.15.254 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.76.128-10.113.76.159 10.128.188.1-10.128.188.63 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 0.0.0.1-255.255.255.254 10.128.212.1-10.128.215.254 10.113.12.132-10.113.12.133 10.113.193.24-10.113.193.24 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 0.0.0.1-255.255.255.254 ","3896 3889 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3419 3428 3471 2900 3875 3422 3156 3103 3165 3476 3887 3212 3427 3461 3472 3412 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic1","1000","2c:44:fd:7b:13:91","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/7","10.128.242.128-10.128.242.159 10.128.11.128-10.128.11.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.61.254 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.36.16-10.113.36.31 10.113.14.1-10.113.15.254 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.76.128-10.113.76.159 10.128.188.1-10.128.188.63 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 0.0.0.1-255.255.255.254 10.128.212.1-10.128.215.254 10.113.12.132-10.113.12.133 10.113.193.24-10.113.193.24 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 0.0.0.1-255.255.255.254 ","3889 3896 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3419 3428 3471 2900 3875 3422 3156 3103 3165 3476 3887 3212 3427 3461 3472 3412 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic2",,"2c:44:fd:7b:13:92",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic3",,"2c:44:fd:7b:13:93",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic4","10000","a0:48:1c:75:57:a0","wdc-sw-greenplum-01.vmware.com(SSI17260687)","10.128.161.19","Ethernet1/7","192.168.20.130-192.168.20.130 ","0 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-07.vmware.com","vmnic5","10000","a0:48:1c:75:57:a4","wdc-sw-greenplum-02.vmware.com(SSI1726016Z)","10.128.161.20","Ethernet1/5"," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-08.vmware.com","vmnic0","1000","d8:9d:67:2c:ad:b8","rce01-prod-eat1.vmware.com(TBM16084261)","10.129.255.3","Ethernet16/8","10.128.11.128-10.128.11.254 10.128.242.128-10.128.242.159 10.128.212.1-10.128.215.254 192.168.0.1-192.168.15.254 10.128.125.8-10.128.125.15 10.113.52.1-10.113.52.254 10.113.60.1-10.113.61.254 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.132-10.113.12.133 10.113.14.1-10.113.15.254 0.0.0.1-255.255.255.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.76.128-10.113.76.159 10.128.188.1-10.128.188.63 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.113.193.24-10.113.193.24 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 0.0.0.1-255.255.255.254 ","3896 3889 3212 0 3155 3433 3437 3460 3036 3475 3459 3473 3474 3427 3428 3887 3419 3471 2900 3875 3422 3156 3103 3165 3476 3461 3472 3412 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-08.vmware.com","vmnic1","1000","d8:9d:67:2c:ad:b9","rce02-prod-eat1.vmware.com(TBM16084399)","10.129.255.4","Ethernet16/8","10.128.242.128-10.128.242.159 10.128.11.128-10.128.11.254 10.128.212.1-10.128.215.254 10.128.125.8-10.128.125.15 192.168.0.1-192.168.15.254 10.113.52.1-10.113.52.254 10.113.60.1-10.113.61.254 10.113.160.1-10.113.163.254 10.113.47.1-10.113.47.127 10.119.41.1-10.119.41.63 10.113.128.1-10.113.135.254 10.119.17.1-10.119.17.127 10.119.32.1-10.119.39.254 10.113.12.132-10.113.12.133 10.113.14.1-10.113.15.254 0.0.0.1-255.255.255.254 10.113.36.16-10.113.36.31 10.119.4.1-10.119.7.254 10.129.16.160-10.129.16.175 10.128.101.25-10.128.101.25 10.113.76.128-10.113.76.159 10.128.188.1-10.128.188.63 10.113.112.1-10.113.112.31 169.254.231.223-169.254.231.223 10.119.49.42-10.119.49.42 10.113.193.24-10.113.193.24 10.119.8.21-10.119.8.21 10.113.68.104-10.113.68.107 0.0.0.1-255.255.255.254 ","3889 3896 3212 3155 0 3433 3437 3460 3036 3475 3459 3473 3474 3427 3428 3887 3419 3471 2900 3875 3422 3156 3103 3165 3476 3461 3472 3412 3101 ","North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-08.vmware.com","vmnic2",,"d8:9d:67:2c:ad:ba",,,," ",,"North America Remote Sites"
"2015-03-29 00:45:38","wdc-dev-greenplum1-08.vmware.com","vmnic3",,"d8:9d:67:2c:ad:bb",,,," ",,"North America Remote Sites"
