"timestamp","vmhost","hba","status","model","driver","pci","wwnn","wwpn"
"2014-09-16 03:08:12","wdc-stage1-r02-c06-12.vmware.com","vmhba2","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","05:00.1","50:01:43:80:26:e9:57:6b","50:01:43:80:26:e9:57:6a"
"2014-09-16 03:08:12","wdc-stage1-r02-c06-12.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","21:00.0","50:01:43:80:26:e9:5f:19","50:01:43:80:26:e9:5f:18"
"2014-09-16 03:08:12","wdc-stage1-r02-c06-12.vmware.com","vmhba4","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","21:00.1","50:01:43:80:26:e9:5f:1b","50:01:43:80:26:e9:5f:1a"
"2014-09-16 03:08:12","wdc-prod-vmg1-1.vmware.com","vmhba0","unknown","MegaRAID SAS SKINNY Controller","megaraid_sas","01:00.0",,
"2014-09-16 03:08:12","wdc-prod-vmg1-1.vmware.com","vmhba1","online","Cisco VIC FCoE HBA Driver","fnic","0a:00.0","20:00:00:25:b5:10:03:1e","20:00:00:25:b5:10:a3:7e"
"2014-09-16 03:08:12","wdc-prod-vmg1-1.vmware.com","vmhba2","online","Cisco VIC FCoE HBA Driver","fnic","89:00.0","20:00:00:25:b5:10:03:1e","20:00:00:25:b5:10:b0:7e"
"2014-09-16 03:08:12","wdc-prod-vmg1-2.vmware.com","vmhba0","unknown","MegaRAID SAS SKINNY Controller","megaraid_sas","01:00.0",,
"2014-09-16 03:08:12","wdc-prod-vmg1-2.vmware.com","vmhba1","online","Cisco VIC FCoE HBA Driver","fnic","0a:00.0","20:00:00:25:b5:10:02:fe","20:00:00:25:b5:10:a3:4e"
"2014-09-16 03:08:12","wdc-prod-vmg1-2.vmware.com","vmhba2","online","Cisco VIC FCoE HBA Driver","fnic","89:00.0","20:00:00:25:b5:10:02:fe","20:00:00:25:b5:10:b0:4e"
"2014-09-16 03:08:12","wdc-t2prod1-1.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:12","wdc-t2prod1-1.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.0","50:01:43:80:03:b9:80:6d","50:01:43:80:03:b9:80:6c"
"2014-09-16 03:08:12","wdc-t2prod1-1.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.1","50:01:43:80:03:b9:80:6f","50:01:43:80:03:b9:80:6e"
"2014-09-16 03:08:12","wdc-t2prod1-2.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:12","wdc-t2prod1-2.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.0","50:01:43:80:03:b9:89:d9","50:01:43:80:03:b9:89:d8"
"2014-09-16 03:08:12","wdc-t2prod1-2.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.1","50:01:43:80:03:b9:89:db","50:01:43:80:03:b9:89:da"
"2014-09-16 03:08:12","wdc-t2prod1-3.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:12","wdc-t2prod1-3.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.0","50:01:43:80:03:b9:a0:91","50:01:43:80:03:b9:a0:90"
"2014-09-16 03:08:12","wdc-t2prod1-3.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.1","50:01:43:80:03:b9:a0:93","50:01:43:80:03:b9:a0:92"
"2014-09-16 03:08:12","wdc-t2prod1-4.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:12","wdc-t2prod1-4.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.0","50:01:43:80:03:b9:a0:41","50:01:43:80:03:b9:a0:40"
"2014-09-16 03:08:12","wdc-t2prod1-4.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qlnativefc","14:00.1","50:01:43:80:03:b9:a0:43","50:01:43:80:03:b9:a0:42"
"2014-09-16 03:08:20","network-esx1.vmware.com","vmhba0","unknown","AMD 8111 IDE/PATA Controller","pata_amd","00:07.1",,
"2014-09-16 03:08:20","network-esx1.vmware.com","vmhba1","unknown","AIC-8902 U320 OEM","aic79xx","02:03.0",,
"2014-09-16 03:08:20","network-esx1.vmware.com","vmhba2","unknown","AIC-8902 U320 OEM","aic79xx","02:03.1",,
"2014-09-16 03:08:20","network-esx1.vmware.com","vmhba32","unknown","AMD 8111 IDE/PATA Controller","pata_amd","00:07.1",,
"2014-09-16 03:08:20","osdc-vmg2-8.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:20","osdc-vmg2-8.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.0","50:01:43:80:01:1b:2f:49","50:01:43:80:01:1b:2f:48"
"2014-09-16 03:08:20","osdc-vmg2-8.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.1","50:01:43:80:01:1b:2f:4b","50:01:43:80:01:1b:2f:4a"
"2014-09-16 03:08:20","osdc-vmg2-5.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:20","osdc-vmg2-5.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.0","50:01:43:80:02:ae:21:21","50:01:43:80:02:ae:21:20"
"2014-09-16 03:08:20","osdc-vmg2-5.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.1","50:01:43:80:02:ae:21:23","50:01:43:80:02:ae:21:22"
"2014-09-16 03:08:20","osdc-vmg2-6.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:20","osdc-vmg2-6.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.0","50:01:43:80:01:1b:23:ad","50:01:43:80:01:1b:23:ac"
"2014-09-16 03:08:20","osdc-vmg2-6.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.1","50:01:43:80:01:1b:23:af","50:01:43:80:01:1b:23:ae"
"2014-09-16 03:08:20","osdc-vmg2-7.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","08:00.0",,
"2014-09-16 03:08:20","osdc-vmg2-7.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.0","50:01:43:80:01:1b:23:b1","50:01:43:80:01:1b:23:b0"
"2014-09-16 03:08:20","osdc-vmg2-7.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","14:00.1","50:01:43:80:01:1b:23:b3","50:01:43:80:01:1b:23:b2"
"2014-09-16 03:08:20","osdc-vmg3-12.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","50:06:0b:00:00:6b:a9:77","50:06:0b:00:00:6b:a9:76"
"2014-09-16 03:08:20","osdc-vmg3-12.vmware.com","vmhba0","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","50:06:0b:00:00:6b:a9:75","50:06:0b:00:00:6b:a9:74"
"2014-09-16 03:08:20","osdc-vmg3-12.vmware.com","vmhba2","unknown","Smart Array E200i","cciss","42:08.0",,
"2014-09-16 03:08:20","osdc-vmg3-15.vmware.com","vmhba0","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","50:01:43:80:00:81:f0:e9","50:01:43:80:00:81:f0:e8"
"2014-09-16 03:08:20","osdc-vmg3-15.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","50:01:43:80:00:81:f0:eb","50:01:43:80:00:81:f0:ea"
"2014-09-16 03:08:20","osdc-vmg3-15.vmware.com","vmhba2","unknown","Smart Array E200i","cciss","42:08.0",,
"2014-09-16 03:08:20","osdc-vmg3-9.vmware.com","vmhba0","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","50:01:43:80:00:ac:22:9d","50:01:43:80:00:ac:22:9c"
"2014-09-16 03:08:20","osdc-vmg3-9.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","50:01:43:80:00:ac:22:9f","50:01:43:80:00:ac:22:9e"
"2014-09-16 03:08:20","osdc-vmg3-9.vmware.com","vmhba2","unknown","Smart Array E200i","cciss","42:08.0",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba38","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba0","unknown","LSI1064E","mptsas","01:00.0",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba33","unbound","Broadcom iSCSI Adapter","bnx2i","UNKNOWN - NULL PCI DEV IN VMKCTL",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba34","unbound","Broadcom iSCSI Adapter","bnx2i","UNKNOWN - NULL PCI DEV IN VMKCTL",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba35","unbound","Broadcom iSCSI Adapter","bnx2i","UNKNOWN - NULL PCI DEV IN VMKCTL",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba36","unbound","Broadcom iSCSI Adapter","bnx2i","UNKNOWN - NULL PCI DEV IN VMKCTL",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba37","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba4","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","20:00:00:24:ff:30:b8:ba","21:00:00:24:ff:30:b8:ba"
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba3","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-1.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","20:00:00:24:ff:30:b8:bb","21:00:00:24:ff:30:b8:bb"
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba0","unknown","LSI1064E","mptsas","01:00.0",,
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba33","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba34","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba4","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","20:00:00:24:ff:2f:e2:3a","21:00:00:24:ff:2f:e2:3a"
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba3","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-2.vmware.com","vmhba2","offline","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","20:00:00:24:ff:2f:e2:3b","21:00:00:24:ff:2f:e2:3b"
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba0","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba1","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba2","unknown","LSI1064E","mptsas","01:00.0",,
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba3","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.0","20:00:00:24:ff:2f:e3:da","21:00:00:24:ff:2f:e3:da"
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba4","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","08:00.1","20:00:00:24:ff:2f:e3:db","21:00:00:24:ff:2f:e3:db"
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba33","unknown","ICH10 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","paix-vmg1-3.vmware.com","vmhba34","unknown","ICH10 2 port SATA IDE Controller","ata_piix","00:1f.5",,
"2014-09-16 03:08:20","promb-prod-vsan1-2.vmware.com","vmhba0","unknown","Smart Array P420i","hpsa","02:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-2.vmware.com","vmhba1","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vsan1-2.vmware.com","vmhba2","unknown","Smart Array P420","hpsa","07:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-2.vmware.com","vmhba32","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vsan1-3.vmware.com","vmhba0","unknown","Smart Array P420i","hpsa","02:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-3.vmware.com","vmhba1","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vsan1-3.vmware.com","vmhba2","unknown","Smart Array P420","hpsa","07:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-3.vmware.com","vmhba32","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vsan1-1.vmware.com","vmhba0","unknown","Smart Array P420i","hpsa","02:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-1.vmware.com","vmhba1","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vsan1-1.vmware.com","vmhba2","unknown","Smart Array P420","hpsa","07:00.0",,
"2014-09-16 03:08:20","promb-prod-vsan1-1.vmware.com","vmhba32","unknown","Patsburg 4 port SATA IDE Controller","ata_piix","00:1f.2",,
"2014-09-16 03:08:20","promb-prod-vmg1-1.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","45:00.0",,
"2014-09-16 03:08:20","promb-prod-vmg1-1.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","48:00.0","50:01:43:80:03:b0:4e:e5","50:01:43:80:03:b0:4e:e4"
"2014-09-16 03:08:20","promb-prod-vmg1-1.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","48:00.1","50:01:43:80:03:b0:4e:e7","50:01:43:80:03:b0:4e:e6"
"2014-09-16 03:08:20","promb-prod-vmg1-1.vmware.com","vmhba3","unknown","Serverworks HT1000 IDE/PATA Controller","pata_serverworks","00:06.1",,
"2014-09-16 03:08:20","promb-prod-vmg1-1.vmware.com","vmhba32","unknown","Serverworks HT1000 IDE/PATA Controller","pata_serverworks","00:06.1",,
"2014-09-16 03:08:20","promb-prod-vmg1-2.vmware.com","vmhba0","unknown","Smart Array P400i","cciss","45:00.0",,
"2014-09-16 03:08:20","promb-prod-vmg1-2.vmware.com","vmhba1","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","48:00.0","50:01:43:80:03:b0:4f:6d","50:01:43:80:03:b0:4f:6c"
"2014-09-16 03:08:20","promb-prod-vmg1-2.vmware.com","vmhba2","online","ISP2432-based 4Gb Fibre Channel to PCI Express HBA","qla2xxx","48:00.1","50:01:43:80:03:b0:4f:6f","50:01:43:80:03:b0:4f:6e"
"2014-09-16 03:08:20","promb-prod-vmg1-2.vmware.com","vmhba3","unknown","Serverworks HT1000 IDE/PATA Controller","pata_serverworks","00:06.1",,
"2014-09-16 03:08:20","promb-prod-vmg1-2.vmware.com","vmhba32","unknown","Serverworks HT1000 IDE/PATA Controller","pata_serverworks","00:06.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba2","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:06:30:6b:31","50:01:43:80:06:30:6b:30"
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba4","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:06:30:6b:33","50:01:43:80:06:30:6b:32"
"2014-09-16 03:08:59","sc9-prod-vmg3-1.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba5","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:83:5d","50:01:43:80:07:2b:83:5c"
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba6","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:83:5f","50:01:43:80:07:2b:83:5e"
"2014-09-16 03:08:59","sc9-prod-vmg3-2.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba2","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:83:25","50:01:43:80:07:2b:83:24"
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:83:27","50:01:43:80:07:2b:83:26"
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-7.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba2","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:75:a1","50:01:43:80:07:2b:75:a0"
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:75:a3","50:01:43:80:07:2b:75:a2"
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-6.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba2","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:6d:c5","50:01:43:80:07:2b:6d:c4"
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:6d:c7","50:01:43:80:07:2b:6d:c6"
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-8.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba5","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:83:85","50:01:43:80:07:2b:83:84"
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba6","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:83:87","50:01:43:80:07:2b:83:86"
"2014-09-16 03:08:59","sc9-prod-vmg3-3.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba1","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba2","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba3","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:83:21","50:01:43:80:07:2b:83:20"
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba4","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:83:23","50:01:43:80:07:2b:83:22"
"2014-09-16 03:08:59","sc9-prod-vmg3-5.vmware.com","vmhba32","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-4.vmware.com","vmhba0","unknown","SB700 SATA Controller [IDE Mode]","ahci","00:11.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-4.vmware.com","vmhba1","unknown","Smart Array P410i","hpsa","03:00.0",,
"2014-09-16 03:08:59","sc9-prod-vmg3-4.vmware.com","vmhba4","unknown","SB700/SB800 IDE Controller","pata_atiixp","00:14.1",,
"2014-09-16 03:08:59","sc9-prod-vmg3-4.vmware.com","vmhba5","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.0","50:01:43:80:07:2b:6d:b1","50:01:43:80:07:2b:6d:b0"
"2014-09-16 03:08:59","sc9-prod-vmg3-4.vmware.com","vmhba6","online","ISP2532-based 8Gb Fibre Channel to PCI Express HBA","qlnativefc","06:00.1","50:01:43:80:07:2b:6d:b3","50:01:43:80:07:2b:6d:b2"
